Player_Id,Deposit_Amount,Deposit_Quantity,Deposit_Method,Age,Country,Gender,Dim_Alert_Type_Desc,VIP
5934592,76.52057898613977,1,nordea_mb,18.0,BY,M,?,0
4827392,29.361862701818346,3,ebsnetlook(eur),20.0,IL,F,All Deposit,0
4028271,43.89692118942066,13,kalixa,36.0,GB,M,Special,0
4658787,28.65689253366567,20,europay,28.0,MW,F,Special,0
970659,63.044222686545936,2,cqr_banktransfer,30.0,NL,M,First_Deposit,0
9910143,60.63528108292384,1,envoy,21.0,BS,M,First_Deposit,0
6381965,52.46035386487462,3,hipay,35.0,IT,F,Special,0
9498242,51.70562494299443,23,ifund-smooth-gbp,25.0,NP,?,All Deposit,0
1356272,44.752187712503144,2,dtdcashdesk,34.0,FI,F,First_Deposit,1
1982071,37.3561554520414,2,instadebitviasc,43.0,TG,M,All Deposit,1
6941708,42.36635824515507,2,instadebitviasc,39.0,BF,M,?,0
6445502,66.71887682078628,16,maestro,41.0,NC,F,Re-deposit,0
6577657,42.89285081993806,2,dineromail,28.0,DE,M,All Deposit,0
4576741,64.9041463938939,2,epay,54.0,LI,?,?,0
3814463,36.55809187572733,2,diners,38.0,ML,F,First_Deposit,0
1347365,53.08981559054488,35,eurowire,18.0,TN,?,Sign Up,0
2102203,65.05043501028604,3,paypal,28.0,KG,?,Re-deposit,0
2655239,27.256716481477593,3,maestro,41.0,BR,F,,0
53821,59.22593946512911,12,giropay_s2p,24.0,LA,F,Special,0
5386779,52.31647446220451,2,poli,25.0,KH,F,Special,0
2555981,57.69614890761244,1,giropay_s2p,33.0,AC,F,All Deposit,0
1221718,43.64226873583094,2,envoy,36.0,AW,M,All Deposit,0
7221968,38.585261217609144,1,v_d_usd_cqr_es,31.0,PL,?,All Deposit,1
3953065,42.86366751365999,34,laser,36.0,AE,F,Sign Up,1
770936,2358.0692243123513,2,deutschebankag_bankwire,28.0,FK,M,First_Deposit,0
9793684,43.179752951814606,1,kalixa,21.0,JP,F,Special,0
5579243,52.280212775262676,2,check,30.0,TH,M,?,0
2666158,69.95557386046123,2,switch,27.0,EC,M,First_Deposit,0
1678056,51.037484966725444,1,brlpay,37.0,AF,M,First_Deposit,0
2225023,46.8937571083455,2,check,22.0,HM,M,Sign Up,0
5640870,40.836218553591166,4,netdirect3,43.0,LV,M,Special,0
2029657,67.33960701672767,5,paysafecardviasc,36.0,,M,Special,0
4344907,0.0,0,canadianeft,24.0,CI,F,Re-deposit,0
5780477,78.51785925330728,1,monedero,19.0,BE,M,First_Deposit,0
9422157,54.926996156325245,1,lps-multicurrency,39.0,GY,M,First_Deposit,0
2935769,54.575893392541644,2,s_trustmarque,35.0,JE,F,All Deposit,0
3376455,54.55687221151307,1,gvcser3dtrx,28.0,CA,F,First_Deposit,0
5956711,49.350826290059366,3,paypal_paypal,26.0,GM,M,Sign Up,0
8395947,59.01574448280678,1,v_trustmarque,25.0,MR,F,All Deposit,0
1989998,0.0,2,ids,46.0,PL,M,All Deposit,0
4755813,74.34088915828266,1,clicknbuy,33.0,FK,M,?,0
7395380,0.0,0,clickandbuy,25.0,AG,F,All Deposit,0
2469958,36.39267427670121,1,gvcsermngtrx,26.0,BA,F,?,1
4586466,3299.5283807767837,1,ifund-eppayments,51.0,GB,F,?,0
7468406,25.4881092129703,1,boleto,32.0,MG,M,Special,0
2018124,0.0,0,v_trustmarque,23.0,NP,M,Sign Up,0
5223012,0.0,2,neteller_neteller,46.0,CD,M,?,0
1841656,95.98847136745101,4,globalcollect_creditcard,43.0,CD,F,First_Deposit,0
437304,57.304159684322215,4,banktransfer,35.0,VG,M,Special,1
7926020,72.06730446996201,14,ebs-3d-smooth,32.0,LI,?,Sign Up,0
8739064,0.0,0,dineromail,24.0,AM,M,All Deposit,1
1043067,52.18879887508598,2,firstgate_firstgate,44.0,FR,?,Re-deposit,0
8398540,0.0,0,ifund-eppayments,34.0,SX,F,Re-deposit,0
4552050,41.77471172321311,1,payr,34.0,SM,?,Special,1
9256387,50.562835672924024,3,instadebitviasc,18.0,GM,M,All Deposit,0
3413964,52.06526911696131,3,natwest_bankwire,23.0,BW,M,?,0
1016142,54.31405624770085,1,usemybank,35.0,NP,F,Re-deposit,0
5672801,0.0,0,,31.0,MC,M,All Deposit,0
4956809,62.30470781614897,2,webmoney_webmoney,46.0,AI,M,Special,0
4849593,48.23302532789028,1,dtdcashdesk,21.0,BO,M,Re-deposit,0
8581226,50.519026536560276,1,paypal_paypal,20.0,JE,?,Special,0
8505000,71.07721998599325,1,ifund-smooth-eur,28.0,SD,?,?,0
9946798,101.27018744272009,2,nordea_mb,52.0,GH,F,Sign Up,0
8109545,63.445428411874225,2,deutschebankag_bankwire,35.0,CU,M,All Deposit,0
8872133,57.00097449815388,1,maestro,28.0,VG,M,?,1
5890711,0.0,0,abaqoos,53.0,KY,M,?,0
3333005,87.03862127087214,2,gvcsermngtrx,21.0,AS,F,Special,0
5404706,64.07581629930952,2,banktransfer,27.0,BZ,F,First_Deposit,0
3472498,5320.512472525107,6,ids,36.0,AU,M,First_Deposit,0
1363595,0.0,0,mastercardmaestro,32.0,OM,F,?,0
871353,74.55282527938576,2,instadebitviasc,40.0,XY,M,All Deposit,0
8715709,3503.7929076546725,36,firstgate_firstgate,41.0,BF,F,Special,0
6614305,0.0,0,ipsprocessing,36.0,GN,F,Re-deposit,0
2094800,38.1341558656236,3,envoy,36.0,ZZ,M,Special,0
7645586,48.09920974450657,2,envoy,22.0,BB,M,Sign Up,0
7427448,57.960397298933884,18,metacharge_debitcard,28.0,AO,?,First_Deposit,0
2080082,41.3795535323435,12,m5_ebs,48.0,GG,M,First_Deposit,0
3686422,27.2471737775253,15,giropay_xpay,31.0,KR,F,First_Deposit,0
3686308,53.41193013391771,11,mastercard,29.0,TM,F,?,0
5137900,53.12565465189046,2,ipsprocessing,35.0,AD,F,Special,0
3796716,98.56721328397784,3,bpay,38.0,VC,F,Re-deposit,0
2621712,66.68231484462135,1,xpresscharge,27.0,IO,F,Special,0
7398338,79.40396403091461,13,ebsnetlook(eur),31.0,IM,F,Special,0
5675938,45.339141322940115,1,moneysafe,33.0,FJ,F,Special,0
9126108,0.0,0,surefirecommerce,19.0,EU,F,Sign Up,0
8891651,44.034830735530825,12,m_trustmarque,32.0,HM,F,All Deposit,0
3219407,44.36647766478778,2,nordea_mb,33.0,VG,F,Special,0
5174814,34.54942777274862,44,idebit,34.0,MV,?,All Deposit,0
786994,0.0,0,bankbphs.a._bankwire,39.0,BB,M,Special,0
9692894,62.820993939704586,5,ifund-eppayments,41.0,JE,M,?,0
1407731,53.873981904655494,2,cardportalpago_creditcard,35.0,MN,F,Re-deposit,0
7559708,41.29879070033048,1,natwest_bankwire,28.0,TH,F,Re-deposit,0
3903164,37.943083385270825,2,wire,25.0,GG,F,Sign Up,0
6367179,63.45097009655029,4,hipay,24.0,ZZ,F,Special,0
5352245,60.47396550684519,3,globalcollect_creditcard,47.0,SI,M,Special,0
8553003,46.01741439987832,1,surefirecommerce,41.0,GE,M,?,0
7836309,0.0,0,clicknbuy,20.0,ID,M,First_Deposit,0
9911543,56.01842277272706,3,m_trustmarque,39.0,IE,?,Special,0
7616303,24.026971602320696,3,servipag,34.0,SX,?,Special,0
6127951,46.14090631691559,2,paysafecardviasc,35.0,PT,M,Special,1
8348186,0.0,0,surefirecommerce,35.0,CA,M,Special,0
4512716,52.819568107652714,2,tmwire,27.0,RS,M,Special,0
9543218,67.14565987602568,2,ebs,36.0,BQ,F,First_Deposit,0
3197974,61.25603418395733,2,dk_mb,26.0,TG,F,All Deposit,0
4753065,35.87729311304374,17,giropay_xpay,44.0,ID,M,All Deposit,0
7522964,37.84060859958157,3,pgclubcashier,42.0,TZ,F,?,1
1134703,50.07512129419744,2,kalixa,25.0,FO,F,Re-deposit,0
9979473,33.972232110185764,18,ewi,34.0,GH,F,Re-deposit,0
3812597,0.0,0,laser,29.0,AO,M,First_Deposit,0
4976257,52.03111911236226,1,poli,35.0,AF,F,Special,0
9541083,79.76349716243831,2,ifund-eppayments,24.0,GM,M,All Deposit,0
6463096,34.77454961417362,2,bt_astropay,39.0,ZZ,M,All Deposit,0
794225,65.29268962946807,1,dtdcashdesk,31.0,CS,?,All Deposit,0
4290324,39.407275240723294,2,ipay,37.0,DO,M,?,0
6531497,7541.359213695352,2,sc-gvccashier,28.0,CY,M,First_Deposit,1
649952,55.04978545376567,36,ekonto,29.0,BM,M,?,0
8738168,56.35779996397565,1,macaucashdesk,28.0,IT,F,Re-deposit,0
5343885,42.905691552924274,1,ewire,48.0,GT,F,Sign Up,0
1283668,23.171568279636613,4,instantbanking,38.0,VU,M,First_Deposit,0
1524708,55.25168804483567,2,bankbphs.a._bankwire,38.0,KW,M,Re-deposit,0
5935423,82.26739486350391,3,deutschebankag_bankwire,25.0,ID,M,All Deposit,0
6587489,0.0,1,viva,31.0,CH,M,?,0
3457728,73.11188431836703,1,realex,40.0,UG,F,Re-deposit,0
6874545,49.71135169613863,2,maestro,20.0,DO,M,First_Deposit,0
8680988,72.55211749680848,1,goldleaf,44.0,TT,F,Special,0
7636336,0.0,3,aonem,47.0,AC,F,Special,0
6147267,38.223044010623035,4,ewi,31.0,NP,M,First_Deposit,0
4646135,0.0,0,viva,26.0,KW,F,All Deposit,0
6321088,61.892758945935924,56,giropay_skrill,35.0,AQ,F,Sign Up,0
604093,72.30011217579433,2,clearchex,38.0,AW,F,First_Deposit,0
764228,0.0,2,dk_mb,24.0,ES,F,Sign Up,0
4749919,52.098454981951605,1,astropaycard,47.0,FI,M,All Deposit,1
9702926,51.709244718975455,3,webmoney,53.0,KW,F,Re-deposit,0
6699125,0.0,0,nordea_mb,31.0,AL,F,All Deposit,0
6613137,83.01997976644364,6,entropay,43.0,IS,F,?,0
793222,0.0,0,directdebit,20.0,ZZ,?,Special,0
4951965,46.65315988046024,4,ifund-smooth-usd,43.0,LB,M,Sign Up,0
4834517,52.466899148123936,1,v3_ebs,20.0,LS,M,?,0
4941677,59.012680475014854,2,astropaycard,32.0,BG,F,Special,0
3843800,44.12083155193413,2,v3_ebs,28.0,JM,?,Sign Up,0
4274712,27.287197860413322,1,aonem,40.0,DO,F,Re-deposit,0
280101,84.74595530055032,2,idebit,23.0,LB,M,?,0
2799529,50.51722774821342,2,lps-smooth,37.0,AO,M,,0
8062281,47.68078875231622,2,laser,34.0,HU,F,?,0
8098427,0.0,0,bpay,41.0,JM,F,?,0
5947547,38.11004441118365,2,instadebit,18.0,BN,M,Re-deposit,0
1309473,59.530550966840956,1,aonem,28.0,LS,F,All Deposit,0
6445904,0.0,0,ricarica,18.0,BY,M,First_Deposit,0
4876081,52.38560342403224,2,pago_creditcard,48.0,MC,M,Sign Up,0
6747534,61.43151655882109,6,paysafecard,26.0,TG,M,?,0
2165883,0.0,0,nordea_mb,44.0,IN,?,Sign Up,0
2442862,55.485759218978,2,lps-smooth,42.0,HN,?,First_Deposit,1
9203696,45.59034980145236,1,paypal_paypal,28.0,GY,M,?,0
1464688,56.72078665707136,32,aonem,30.0,FR,M,Re-deposit,0
7681255,44.00504291458449,3,ewi,46.0,AQ,M,,0
7618384,52.3801184598276,14,dtdcashdesk,20.0,SZ,M,Special,0
3795189,7496.1196250754665,2,cqr_banktransfer,31.0,GY,M,Re-deposit,1
2873347,0.0,0,westernunion_cqr,36.0,SA,M,Special,0
9237782,50.1294070561276,2,,35.0,MO,M,First_Deposit,0
7174128,37.95509022386793,2,paypal,30.0,IS,M,Special,0
6597315,33.97579568286197,4,ewire,23.0,GH,M,Re-deposit,0
2404577,24.79206592316363,1,debitcard,38.0,IN,?,Re-deposit,0
9983411,57.80478645469043,44,cqr_banktransfer,35.0,LI,F,Re-deposit,0
894511,7609.424340273372,40,clicknbuy,46.0,PY,F,?,0
5710831,0.0,0,ipay,40.0,NP,F,All Deposit,0
8362822,47.06875117737138,12,neteller,53.0,MZ,F,Re-deposit,0
906056,46.952121930943974,2,debitcard,43.0,GN,,Special,0
5089631,56.14006176521738,7,paysafecard_paysafecard,33.0,CS,M,Re-deposit,0
4132890,82.40633641318055,3,sc-sandhirst,33.0,IE,F,Re-deposit,0
703365,57.165966191722866,1,netdirect3,48.0,AO,,Sign Up,0
4378866,51.79701443795882,4,tmwire,54.0,NG,?,?,0
1466950,29.860308086112546,4,cc,22.0,FI,M,?,0
3088614,0.0,1,pgclubcashier,21.0,SX,F,Sign Up,0
5821920,0.0,0,usemybank,55.0,RE,F,?,0
7267930,0.0,0,gvcser3dtrx,33.0,MQ,F,Sign Up,0
6562240,0.0,0,gvcser3dtrx,34.0,SC,M,Special,0
8482174,49.0884740497379,1,ppprepaidcard,24.0,GT,M,All Deposit,0
2045422,27.428878672400305,2,ifund-smooth-gbp,25.0,GI,M,All Deposit,0
683447,50.35866185545231,2,maestro_mb,24.0,SN,M,Special,0
6650637,49.13670452618311,2,poli,30.0,PE,F,Re-deposit,0
5820814,26.422255482011575,13,ebs,42.0,SR,M,?,0
9999741,42.23219221314256,1,s_trustmarque,26.0,PS,M,?,0
5107229,0.0,0,ifund-eppayments,26.0,IR,F,All Deposit,0
8263304,53.15612436671398,2,cyberplat,41.0,BA,M,Sign Up,0
5467120,40.38936959515972,1,dtdcashdesk,25.0,BI,M,All Deposit,0
3017504,49.558031285011324,52,multibanco,25.0,MZ,F,Special,0
8073626,0.0,0,v5_ebs,34.0,BI,F,?,0
1941244,35.75597393742888,1,ipay,23.0,CI,F,All Deposit,0
2147775,29.34580642805155,3,przelewy24,33.0,AT,?,?,0
1729273,49.19871933908041,11,giropay,43.0,TC,F,First_Deposit,0
9938378,0.0,0,muchbetter,50.0,GN,?,Sign Up,0
3232440,0.0,2,webmoney_webmoney,38.0,SI,F,Re-deposit,0
2704261,47.658896362408754,1,pgclubcashier,25.0,NC,M,First_Deposit,0
63317,65.08779252560598,1,gvcsermngtrx,44.0,GF,F,First_Deposit,0
